index,A,A_s,B,B_s
777,0.936841079,0.142857143,-1.481264932,-0.571428571
778,0.265148503,0.142857143,-1.040019785,-0.428571429
779,0,0.142857143,-0.616361891,-0.285714286
780,0,0.142857143,-0.492323841,-0.142857143
781,0,0.142857143,-0.373027904,0
782,0,0,-0.399831057,0
783,0,0,-0.48808888,0
784,0,0,-0.532458952,0
785,0,0,-0.592015539,0
786,0,0,-0.743836948,0
787,0,0,-0.873701164,0
788,0,0,-1.166970662,0
789,0.25906556,0,-1.47966671,0
790,0.569996357,0,-1.873036248,0
791,0.844419275,0,-2.202450616,0
792,1.099446569,0,-2.523802621,0
793,1.341914994,0,-2.804338455,0
794,1.619868415,0,-2.957557678,0
795,1.515874318,0,-2.782649449,0
796,1.321877071,0,-2.449311393,0
797,1.055827345,0,-1.935470581,0
798,0.915818487,0,-1.57290159,0
799,0.583081041,0,-1.082044942,0
800,0.199177742,0,-0.666343961,-0.142857143
801,0,0,-0.405493259,-0.285714286
802,0,0,-0.343707187,-0.428571429
803,0.054653236,0,-0.562281813,-0.571428571
804,0.305171558,0,-0.90228435,-0.714285714
805,0.487544128,0,-1.172852789,-0.857142857
806,0.832719939,0,-1.583506039,-1
807,1.036842551,0,-1.740291323,-0.857142857
808,1.191819872,0,-1.832029343,-0.714285714
809,1.379118238,0,-1.928231103,-0.571428571
810,1.174137388,0,-1.702141626,-0.428571429
811,0.951352664,0,-1.475460052,-0.285714286
812,0.678773539,0,-1.22033092,-0.142857143
813,0.312587329,0,-0.884735584,0
814,0.083041532,0,-0.706504549,0
815,0,0,-0.524062089,0
816,0,0,-0.203928334,0
817,0,0,-0.117753029,0
818,0,0,0,0
819,0,0,0,0
820,0,0,-0.013772488,0
821,0,0,-0.13352561,0
822,0,0,-0.199650015,0
823,0,0,-0.351482766,0
824,0,0,-0.523916755,0
825,0.164296865,0,-0.653490884,0
826,0.027118581,0,-0.576893262,0
827,0,0,-0.516330957,0
828,0,0,-0.164288657,0
829,0,0,0,0
830,0,0,0,0
831,0,0,0,0
832,0,0,0,0
833,0,0,0,0
834,0,0,0,0
835,0,0,0,0
836,0,0,0,0
837,0,0,0,0
838,0,0,0,0
839,0.061669213,0,-0.033283779,0
840,0.269322259,0,-0.144401073,0
841,0.478872299,0,-0.251985209,0
842,0.400178228,0,-0.207455022,0
843,0.254557337,0,-0.063555854,0
844,0.127049582,0,0,0
845,0.054749932,0,0,0
846,0,0,0,0
847,0,0,0,0
848,0.001676798,0,0,0
849,0.160353218,0,-0.097504275,0
850,0.233256715,0,-0.182515485,0
851,0.238191775,0,-0.277173519,0
852,0.355347838,0,-0.444403546,0
853,0.381078107,0,-0.490915264,0
854,0.386229515,0,-0.512400116,0
855,0.257889305,0,-0.512608903,0
856,0.10065811,0,-0.493297611,0
857,0.087947471,0,-0.600809642,0
858,0.058316674,0,-0.639404433,0
859,0,0,-0.472138269,0
860,0,0,-0.316036633,0
861,0,0,-0.118032592,0
862,0,0,0,0
863,0,0,0,0
864,0,0,0,0
865,0,0,0,0
866,0,0,0,0
867,0,0,0,0
868,0,0,0,0
869,0,0,0,0
870,0,0,0,0
871,0,0,0,0
872,0,0,0,0
873,0,0,0,0
874,0,0,0,0
875,0,0,0,0
876,0,0,0,0
877,0,0,0,0
878,0,0,0,0
879,0,0,0,0
880,0,0,0,0
881,0,0,0,0
882,0,0,0,0
883,0,0,0,0
884,0,0,0,0
885,0,0,0,0
886,0,0,0,0
887,0,0,0,0
888,0,0,0,0
889,0,0,0,0
890,0,0,0,0
891,0,0,-0.015961272,0
892,0,0,0,0
893,0,0,0,0
894,0,0,0,0
895,0,0,0,0
896,0,0,0,0
897,0,0,0,0
898,0,0,0,0
899,0,0,0,0
900,0,0,0,0
901,0,0,0,0
902,0,0,0,0
903,0,0,0,0
904,0,0,0,0
905,0,0,0,0
906,0,0,0,0
907,0,0,0,0
908,0,0,0,0
909,0,0,0,0
910,0,0,0,0
911,0,0,0,0
912,0,0,0,0
913,0,0,0,0
914,0,0,0,0
915,0,0,0,0
916,0,0,0,0
917,0,0,-0.037139722,0
918,0,0,-0.218600341,0
919,0,0,-0.377090931,0
920,0,0,-0.480074338,0
921,0,0,-0.587843622,0
922,0,0,-0.554602964,0
923,0,0,-0.384020533,0
924,0,0,-0.055708851,0
925,0,0,0,0
926,0,0,0,0
927,0,0,-0.000970738,0
928,0,0,-0.140864134,0
929,0,0,-0.209585156,0
930,0,0,-0.410071543,0
931,0.512670347,0,-0.817487989,0
932,0.873268741,0,-1.084597451,0
933,1.120247568,0,-1.280217034,0
934,1.367729187,0,-1.393772398,0
935,1.652729171,0.142857143,-1.507816042,0
936,2.020786149,0.285714286,-1.77321325,-0.142857143
937,2.333302362,0.428571429,-1.958753858,-0.285714286
938,2.574768611,0.571428571,-2.137570245,-0.428571429
939,2.671004432,0.714285714,-2.287262508,-0.571428571
940,2.848834991,0.857142857,-2.413441794,-0.714285714
941,3.080104283,1,-2.627479826,-0.857142857
942,3.199591228,1,-2.767099108,-1
943,3.304230009,1,-2.838648115,-0.857142857
944,3.404778072,1,-2.949884687,-0.714285714
945,3.616935458,1,-3.014839445,-0.571428571
946,3.772149767,1,-3.012626648,-0.428571429
947,3.600105558,1,-2.980492183,-0.285714286
948,3.328399931,1,-2.849712099,-0.142857143
949,3.179619925,1,-2.813095093,-0.142857143
950,2.998334067,1,-2.770778928,-0.285714286
951,2.77501515,0.857142857,-2.707612174,-0.428571429
952,2.491826466,0.857142857,-2.680761065,-0.571428571
953,2.254523686,0.857142857,-2.606504713,-0.714285714
954,2.39434433,0.857142857,-2.675665447,-0.857142857
955,2.609974997,0.857142857,-2.768987383,-1
956,2.786684309,0.857142857,-2.786512647,-1
957,2.943824768,0.857142857,-2.803101948,-1
958,3.058103834,1,-2.786983218,-1
959,3.106646129,0.857142857,-2.668891089,-1
960,3.197332382,0.714285714,-2.616093772,-1
961,3.0092956,0.571428571,-2.399483,-0.857142857
962,2.782503128,0.428571429,-2.199167797,-0.714285714
963,2.551701954,0.285714286,-2.031325204,-0.571428571
964,2.345246179,0.142857143,-1.898150035,-0.428571429
965,2.20561736,0,-1.785446712,-0.285714286
966,2.0371418,0,-1.756564822,-0.142857143
967,1.84620394,0,-1.791650908,0
968,1.759556362,0,-1.836613791,0
969,1.560945238,0,-1.751074246,0
970,1.339169094,0,-1.663105556,0
971,1.065585545,0,-1.492698261,0
972,0.709641933,0,-1.253810883,0
973,0.481207882,0,-1.064060211,0
974,0.444371087,0,-1.005437783,0
975,0.394433771,0,-0.966012001,0
976,0.631005764,0,-1.163513184,0
977,0.96727957,0,-1.389775685,0
978,1.338803428,0,-1.702616555,0
979,1.923038755,0,-2.176084518,0
980,2.416825158,0,-2.595779691,0
981,2.649580002,0,-2.668066297,0
982,2.92959186,0,-2.784411839,0
983,2.933877672,0,-2.685475486,0
984,2.808335985,0,-2.566004617,0
985,2.682786942,0,-2.386235373,0
986,2.362407957,0,-2.11323016,0
987,2.010169983,0,-1.817862102,0
988,1.754288537,0,-1.701546124,0
989,1.471449988,0,-1.604787009,0
990,1.233861378,0,-1.555872236,0
991,1.0493536,0,-1.471892902,0
992,0.938810076,0,-1.473343304,0
993,0.729151113,0,-1.351575851,0
994,0.593496118,0,-1.268696376,0
995,0.453784636,0,-1.165695599,0
996,0.419908524,0,-1.107367243,0
997,0.348216329,0,-0.920816422,0
998,0.257608652,0,-0.74048342,0
999,0.104349545,0,-0.496482134,0
